flock_id,farm_no,house_no,survey_date,season,first_date_placed,last_date_sold,carbon_add_backs,caked_litter,pulled_cake_from_house,house_clean_out,litter_condition,litter_depth,moisture_percent,paw_score,proper_windrowing,litter_intervention,avg_weight,feed_conversion,livability,one_week_mortality,weight_gain_per_day,age_days,head_placed,head_sold,feed_consumed,goal_weight,breed,bird_type,hen_age_weeks,moisture_percent_single,paw_score_single,caked_litter_single,moisture_composite,paw_score_composite,caked_litter_composite,moisture_percent_num,paw_score_num,caked_litter_num,moisture_level,paw_score_level,mortality_rate,feed_efficiency,production_days
5498-59,5498,59,2024-12-16,Fall,2024-11-21,2025-01-10,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Less than 3 inches,Greater than 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.97964610821315,1.7181027745213,97.8189094547,1.3223278306,0.1401232719,50,59970,58662,703460,6.7,ROSS 708,ORG,32,Greater than 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,45.5,90,5,High,Good,2.181090545272636,0.5820373582008919,50
0059-127,59,127,2025-03-03,Winter,2025-02-03,2025-03-07,Done per SOP,"11 – 49 % caked,Less than 10 % caked",TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,3.60032967243593,1.545371060477,94.8401697827,1.7232760423,0.1125103023,32,110023,104346,580565,4.2,ROSS 308,SB,38,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,TRUE,35.5,90,30,High,Good,5.159830217318198,0.6470937793356479,32
4702-6,4702,6,2024-07-18,Summer,2024-06-21,2024-08-14,Done per SOP,Less than 10 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter","Greater than 5 inches,Less than 3 inches",31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,None,7.07531441942088,1.70870796387011,95.369595537,1.7426778243,0.1335697572,53,143400,136760,1653380,6.7,ROSS 708,TP,37,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,4.630404463040446,0.5852375134572829,54
0080-87,80,87,2025-04-01,Spring,2025-03-13,2025-05-09,Done per SOP,11 – 49 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Greater than 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,None,8.91840216496058,1.8530871730598,94.4333333333,0.5236111111,0.1570292909,57,72000,67992,1123675,9,ROSS 708,BB,46,Greater than 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,45.5,90,30,High,Good,5.566666666666667,0.5396400204685511,57
5495-59,5495,59,2025-04-02,Spring,2025-03-07,2025-04-24,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,Greater than 40 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,5.93683191480779,1.73685283326539,94.0834914611,2.2125237192,0.123407292,48,52700,49582,511260,6.7,ROSS 708,ORG,32,Greater than 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,45.5,90,30,High,Good,5.916508538899431,0.5757540194812812,48
3080-30,3080,30,2025-03-03,Winter,2025-01-23,2025-03-24,Done per SOP,11 – 49 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Greater than 40 % moisture,50 – 80 % acceptable paws,None,None,9.18460826650216,1.83858915587796,90.81232493,1.5273109244,0.158956616,58,142800,129680,2189870,9,ROSS 708,BB,38,Greater than 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,45.5,65,30,High,Acceptable,9.187675070028012,0.5438952997209873,60
1364-23,1364,23,2025-04-11,Spring,2025-03-28,2025-05-29,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter,None of the above (litter even and clean)",Greater than 5 inches,"31 – 40 % moisture,Less than 30 % moisture",Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,10.2642676822951,1.80482655672448,95.1791666667,1.1666666667,0.1686742824,61,72000,68529,1269515,9,ROSS 708,BB,31,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,TRUE,FALSE,FALSE,35.5,90,5,High,Good,4.820833333333333,0.5540698613249946,62
5532-37,5532,37,2024-08-29,Summer,2024-07-23,2024-09-11,Done per SOP,Less than 10 % caked,FALSE,4 – 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,6.9120452514041,1.68899096734347,95.1256345178,1.480964467,0.1380334302,50,78800,74959,875100,6.7,ROSS 708,ORG,45,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,4.874365482233502,0.5920694777739696,50
0873-64,873,64,2025-03-28,Spring,2025-03-06,2025-05-02,Done per SOP,11 – 49 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,9.09270838018983,1.74854886052571,90.3699186992,1.1558265583,0.1623697925,56,73800,66693,1060355,9,ROSS 708,BB,33,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,9.630081300813007,0.5719028061356805,57
5284-187,5284,187,2025-03-25,Spring,2025-03-11,2025-05-02,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.67377095765843,1.71598892910368,93.4247787611,0.9236725664,0.1302293215,51,90400,84456,967200,6.7,ROSS 708,ORG,39,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,6.575221238938053,0.5827543424317628,52
0668-143,668,143,2025-03-17,Winter,2025-02-17,2025-04-04,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,5.97282558461965,1.62145731087235,95.141959799,1.7148241206,0.1327294574,45,79600,75733,733450,6.7,ROSS 708,TP,32,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,4.858040201005025,0.6167291567250675,46
2011-130,2011,130,2025-02-28,Winter,2025-02-07,2025-03-12,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,3.87973298116757,1.54021728993752,95.6349480969,1.5121107266,0.1175676661,33,57800,55277,330315,4.2,ROSS 308,SB,42,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,4.365051903114186,0.6492590406127474,33
2272-33,2272,33,2024-10-02,Fall,2024-09-12,2024-11-11,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,10.0307710256522,1.74890232909773,95.2375,0.8347222222,0.1671795171,60,72000,68571,1202930,9,ROSS 708,BB,29,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,4.7625,0.5717872195389587,60
1659-119,1659,119,2025-03-03,Winter,2025-02-13,2025-03-21,Done per SOP,Less than 10 % caked,TRUE,4 – 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,50 – 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,4.33238854383039,1.5606518658479,93.5035735129,1.9336197246,0.1211615795,36,104519,97729,660780,4.2,ROSS 308,SB,39,Less than 30 % moisture,50 – 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,65,5,Low,Acceptable,6.4964264870502015,0.6407578921880194,36
1410-116,1410,116,2025-03-19,Winter,2025-02-27,2025-04-15,Done per SOP,Less than 10 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Greater than 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,6.74744494784533,1.71224234853217,93.7845849802,2.9031620553,0.1435626585,47,50600,47455,548260,6.7,ROSS 708,TP,38,Greater than 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,45.5,90,5,High,Good,6.215415019762846,0.5840294750665733,47
5475-57,5475,57,2024-09-19,Summer,2024-08-27,2024-10-15,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,"31 – 40 % moisture,Less than 30 % moisture",Less than 50 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.97561790247161,1.70632032559253,97.8431372549,1.0522875817,0.1427366719,49,61200,59880,712730,6.7,ROSS 708,ORG,44,31 – 40 % moisture,Less than 50 % acceptable paws,Less than 10 % caked,TRUE,FALSE,FALSE,35.5,25,5,High,Poor,2.156862745098039,0.5860564309065145,49
1234-20,1234,20,2024-10-18,Fall,2024-09-26,2024-11-25,Done per SOP,Less than 10 % caked,FALSE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,9.83199838070728,1.77617493088642,96.0638888889,1.2027777778,0.1666440404,59,72000,69166,1207870,9,ROSS 708,BB,44,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.936111111111111,0.563007608434682,60
2230-13,2230,13,2025-03-06,Winter,2025-02-11,2025-04-09,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,Performed but not recorded,None,8.72425828970332,1.83269987330799,94.4505494505,1.5274725275,0.153057163,57,36400,34380,549700,9,ROSS 708,BB,30,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,65,30,High,Acceptable,5.549450549450549,0.5456430780425702,57
8148-155,8148,155,2025-04-01,Spring,2025-03-13,2025-05-08,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,Performed per SOP,Acid and disinfect used,9.32281657823032,1.77045902042826,95.782967033,0.5824175824,0.1664788675,56,36400,34865,575470,9,ROSS 708,BB,34,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,65,30,High,Acceptable,4.217032967032967,0.5648252732549031,56
0703-113,703,113,2024-08-16,Summer,2024-07-26,2024-09-16,Done per SOP,Less than 10 % caked,FALSE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,7.90995650640649,1.70285332144449,97.2228571429,0.8285714286,0.1521145482,52,17500,17014,229170,6.7,ROSS 708,TP,31,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,2.777142857142857,0.5872496400052376,52
2845-42,2845,42,2025-03-05,Winter,2025-02-07,2025-03-12,Done per SOP,"11 – 49 % caked,Less than 10 % caked",TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter","Greater than 5 inches,Less than 3 inches","31 – 40 % moisture,Less than 30 % moisture",Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,4.26513294361682,1.51982933946414,94.024822695,3.5496453901,0.1324081852,33,56400,53030,343755,4.2,ROSS 308,SB,33,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,TRUE,FALSE,TRUE,35.5,90,30,High,Good,5.975177304964539,0.6579686113656544,33
5448-59,5448,59,2025-05-08,Spring,2025-04-17,2025-06-03,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,6.52785029552432,1.62411057077041,95.762,2.664,0.1396514125,47,50000,47881,507632,6.7,ROSS 708,TP,30,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,4.238,0.6157216251142568,47
1998-39,1998,39,2025-04-07,Spring,2025-03-21,2025-05-07,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,6.48127721335269,1.70588498745969,94.1256830601,0.912568306,0.1378995152,47,36600,34450,380890,6.7,ROSS 708,TP,45,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,5.8743169398907105,0.5862059912310648,47
8340-185,8340,185,2025-03-10,Winter,2025-02-10,2025-03-27,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Greater than 40 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,6.39842766601153,1.63733002001795,93.9481327801,2.0497925311,0.1423693464,45,48200,45283,474400,6.7,ROSS 708,TP,50,Greater than 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,45.5,90,5,High,Good,6.051867219917013,0.6107504215851591,45
0787-53,787,53,2025-03-24,Winter,2025-02-18,2025-04-17,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,8.69161751963552,1.75903653202984,96.9566395664,0.9701897019,0.1552074557,56,73800,71554,1093980,9,ROSS 708,BB,42,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.043360433604336,0.5684930254666457,58
1977-111,1977,111,2024-08-26,Summer,2024-08-05,2024-09-10,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,31 – 40 % moisture,Less than 50 % acceptable paws,Performed per SOP,None,4.2559626685102,1.54269035532995,97.6540084388,1.4092827004,0.1182211852,36,23700,23144,151955,4.2,ROSS 708,SB,55,31 – 40 % moisture,Less than 50 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,25,5,High,Poor,2.345991561181435,0.6482182225000819,36
3104-86,3104,86,2024-10-04,Fall,2024-10-03,2024-11-20,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,6.50072674418605,1.73833147009503,95.7217391304,2.4173913043,0.1355794271,48,46000,44032,497580,6.7,ROSS 708,TP,29,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,4.278260869565218,0.5752642791108951,48
5410-57,5410,57,2024-08-30,Summer,2024-08-06,2024-09-23,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter","Less than 3 inches,Greater than 5 inches",31 – 40 % moisture,Less than 50 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.35790476888677,1.71108388584607,95.6221521206,2.3133543638,0.1342351604,48,57060,54562,593575,6.7,ROSS 708,ORG,28,31 – 40 % moisture,Less than 50 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,25,5,High,Poor,4.3778478794251665,0.5844248831234453,48
4925-35,4925,35,2025-04-01,Spring,2025-03-10,2025-04-18,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Less than 3 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,3.98078158320701,1.57256544637786,94.4684466019,1.9519417476,0.1020713226,39,206000,194605,1218235,4.2,ROSS 708,SB,41,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,5.531553398058253,0.6359035818212411,39
3322-71,3322,71,2025-02-20,Winter,2025-01-30,2025-02-26,Done per SOP,Less than 10 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,2.33072606059084,1.43923723335488,97.6090686275,1.306372549,0.0932290424,25,81600,79649,267180,2,ROSS 308,SB,42,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,2.3909313725490198,0.6948124859645185,27
3790-7,3790,7,2025-03-11,Winter,2025-02-18,2025-04-01,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,3.88040003185692,1.75212572567877,94.1038543897,1.8222698073,0.0970100008,40,93400,87893,597580,4.2,ROSS 708,SB,41,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,5.8961456102783725,0.570735299039458,42
4287-215,4287,215,2024-09-03,Summer,2024-08-12,2024-09-26,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,Greater than 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.62417715335768,1.62174309993679,95.5355555556,1.1133333333,0.1472039367,45,45000,42991,461840,6.7,ROSS 708,TP,52,Greater than 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,45.5,90,5,High,Good,4.464444444444444,0.6166204746232474,45
1412-83,1412,83,2025-04-16,Spring,2025-03-27,2025-05-29,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,Performed per SOP,Acid and disinfect used,10.2218298201082,1.79824371985892,93.0924657534,0.9965753425,0.162251267,63,29200,27183,499660,9,ROSS 708,BB,50,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,65,30,High,Acceptable,6.9075342465753415,0.5560981467397835,63
